,Ident,Etat,EtatExp,DMajEtatExp,Debit,Taux,DebitLisse,TauxLisse,VitesseBRP
0,17,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
1,18,1,0,2017-11-23T16:41:14,13,5,304,5,17.402945
2,21,1,0,2017-11-23T16:41:14,16,5,334,6,19.900497
3,19,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
4,20,1,0,2017-11-23T16:41:14,21,2,490,2,25.874815
5,16,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
6,15,1,0,2017-11-23T16:41:14,28,9,694,8,46.697796
7,14,1,0,2017-11-23T16:41:14,45,16,750,15,19.10017
8,13,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
9,12,1,0,2017-11-23T16:41:14,37,14,744,13,18.169317
10,11,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
11,10,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
12,9,2,0,2017-11-23T16:41:14,43,27,794,22,12.92145
13,7,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
14,8,1,0,2017-11-23T16:41:14,39,13,724,30,19.710907
15,6,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
16,5,1,0,2017-11-23T16:41:14,45,11,752,7,23.671751
17,3,2,0,2017-11-23T16:41:14,17,31,448,34,5.0980625
18,4,1,0,2017-11-23T16:41:14,26,0,482,0,50.0
19,2,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
20,1,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
21,38,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
22,37,1,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
23,39,1,0,2017-11-23T16:41:14,15,5,222,3,19.10828
24,40,1,0,2017-11-23T16:41:14,16,8,292,7,14.619883
25,22,1,0,2017-11-23T16:41:14,43,13,812,12,20.994043
26,23,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
27,24,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
28,25,1,0,2017-11-23T16:41:14,15,1,484,2,30.181086
29,100,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
30,101,1,0,2017-11-23T16:41:14,13,10,168,5,10.058027
31,1126,1,0,2017-11-23T16:41:14,3,0,78,0,40.0
32,104,1,0,2017-11-23T16:41:14,10,4,362,8,15.625
33,106,1,0,2017-11-23T16:41:14,3,1,58,1,18.820578
34,107,1,0,2017-11-23T16:41:14,0,0,10,0,50.0
35,108,1,0,2017-11-23T16:41:14,17,9,268,5,13.082961
36,109,1,0,2017-11-23T16:41:14,19,18,266,16,38.649307
37,203,1,0,2017-11-23T16:41:14,1,31,36,31,0.321151
38,313,1,0,2017-11-23T16:41:14,14,5,440,6,10.506567
39,307,1,0,2017-11-23T16:41:14,9,0,244,0,40.0
40,201,1,0,2017-11-23T16:41:14,31,23,500,28,5.9652667
41,510,1,0,2017-11-23T16:41:14,16,18,218,8,4.0733194
42,204,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
43,205,0,0,2017-11-23T16:41:14,0,0,0,0,0.0
44,206,1,0,2017-11-23T16:41:14,12,2,160,1,27.573528
45,207,1,0,2017-11-23T16:41:14,32,7,612,11,48.10583
46,208,1,0,2017-11-23T16:41:14,30,19,494,9,44.378696
47,210,1,0,2017-11-23T16:41:14,30,2,732,5,23.291925
48,211,1,0,2017-11-23T16:41:14,17,1,258,0,31.680954
49,212,1,0,2017-11-23T16:41:14,15,1,242,0,30.181086
50,230,1,0,2017-11-23T16:41:14,15,7,232,11,42.979942
51,231,1,0,2017-11-23T16:41:14,61,8,1152,10,16.039968
52,232,1,0,2017-11-23T16:41:14,51,7,1140,17,21.715065
53,301,1,0,2017-11-23T16:41:14,41,10,754,8,48.926014
54,616,1,0,2017-11-23T16:41:14,13,1,252,0,28.421515
55,302,2,0,2017-11-23T16:41:14,48,37,750,49,5.885238
56,303,1,0,2017-11-23T16:41:14,29,3,476,2,22.252064
57,304,1,0,2017-11-23T16:41:14,21,3,454,2,20.845743
58,305,1,0,2017-11-23T16:41:14,29,3,680,4,24.944092
59,3061,1,0,2017-11-23T16:41:14,34,10,410,5,13.016846
60,112,1,0,2017-11-23T16:41:14,2,2,56,0,8.032128
61,509,1,0,2017-11-23T16:41:14,6,2,164,3,10.968921
62,523,1,0,2017-11-23T16:41:14,27,8,418,5,14.827019
63,308,1,0,2017-11-23T16:41:14,17,4,380,4,14.072847
64,309,1,0,2017-11-23T16:41:14,20,7,312,4,18.656715
65,310,1,0,2017-11-23T16:41:14,14,2,262,2,20.759193
66,311,1,0,2017-11-23T16:41:14,10,3,236,4,10.59322
67,312,1,0,2017-11-23T16:41:14,80,4,1472,4,27.397259
68,524,1,0,2017-11-23T16:41:14,15,4,318,7,15.624999
69,247,1,0,2017-11-23T16:41:14,14,5,266,5,16.816816
70,314,1,0,2017-11-23T16:41:14,43,13,622,6,12.163213
71,113,1,0,2017-11-23T16:41:14,9,5,96,10,12.609457
72,315,1,0,2017-11-23T16:41:14,41,3,1016,4,24.183083
73,317,1,0,2017-11-23T16:41:14,37,3,1004,4,22.870565
74,320,1,0,2017-11-23T16:41:14,54,4,1016,4,29.398954
75,401,1,0,2017-11-23T16:41:14,27,4,602,4,18.64641
76,402,1,0,2017-11-23T16:41:14,41,12,908,11,12.416717
77,817,2,0,2017-11-23T16:41:14,28,38,570,15,3.485188
78,403,1,0,2017-11-23T16:41:14,8,5,116,2,39.603962
79,404,1,0,2017-11-23T16:41:14,9,4,216,4,35.156246
80,405,1,0,2017-11-23T16:41:14,59,8,1076,9,19.952656
81,406,1,0,2017-11-23T16:41:14,37,5,792,5,19.693945
82,409,1,0,2017-11-23T16:41:14,14,2,370,2,38.567493
83,410,1,0,2017-11-23T16:41:14,7,0,182,1,40.0
84,411,1,0,2017-11-23T16:41:14,26,3,366,1,21.129622
85,412,1,0,2017-11-23T16:41:14,35,6,628,4,17.305315
86,413,1,0,2017-11-23T16:41:14,30,10,582,13,17.910448
87,414,1,0,2017-11-23T16:41:14,17,5,484,7,18.81051
88,539,1,0,2017-11-23T16:41:14,8,4,86,1,13.513514
89,540,1,0,2017-11-23T16:41:14,2,0,128,2,40.0
90,421,1,0,2017-11-23T16:41:14,7,2,238,3,14.846235
91,420,1,0,2017-11-23T16:41:14,4,1,174,3,16.064257
92,422,1,0,2017-11-23T16:41:14,1,0,110,1,40.0
93,423,1,0,2017-11-23T16:41:14,19,4,312,4,15.127389
94,516,1,0,2017-11-23T16:41:14,29,11,472,7,38.397884
95,525,1,0,2017-11-23T16:41:14,1,0,68,0,40.0
96,526,1,0,2017-11-23T16:41:14,1,0,56,0,40.0
97,535,1,0,2017-11-23T16:41:14,24,3,452,3,20.30457
98,536,1,0,2017-11-23T16:41:14,20,1,290,0,31.007753
99,415,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
100,416,3,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
101,417,1,0,2017-11-23T16:41:14,32,10,536,9,20.304567
102,418,1,0,2017-11-23T16:41:14,5,2,102,3,16.778522
103,419,1,0,2017-11-23T16:41:14,8,2,160,2,22.421526
104,603,1,0,2017-11-23T16:41:14,14,4,336,5,19.02174
105,604,1,0,2017-11-23T16:41:14,12,5,314,7,15.286624
106,610,1,0,2017-11-23T16:41:14,21,5,346,4,38.26879
107,611,1,0,2017-11-23T16:41:14,24,5,328,3,38.70968
108,233,1,0,2017-11-23T16:41:14,87,15,1250,10,19.423979
109,234,3,0,2017-11-23T16:41:14,64,38,1070,12,7.6248574
110,240,1,0,2017-11-23T16:41:14,22,6,496,8,13.63411
111,239,1,0,2017-11-23T16:41:14,30,3,560,4,25.38071
112,608,1,0,2017-11-23T16:41:14,51,7,742,4,21.715065
113,609,1,0,2017-11-23T16:41:14,42,5,1098,7,49.528305
114,236,1,0,2017-11-23T16:41:14,44,8,606,4,16.84533
115,628,1,0,2017-11-23T16:41:14,10,3,210,5,18.43318
116,629,1,0,2017-11-23T16:41:14,9,4,204,3,14.61039
117,701,1,0,2017-11-23T16:41:14,19,1,440,1,28.347631
118,702,1,0,2017-11-23T16:41:14,40,4,584,2,22.727272
119,501,1,0,2017-11-23T16:41:14,27,3,388,2,32.774944
120,502,1,0,2017-11-23T16:41:14,22,8,364,7,18.260292
121,503,1,0,2017-11-23T16:41:14,33,4,544,3,23.018972
122,504,1,0,2017-11-23T16:41:14,18,2,572,3,23.910734
123,507,1,0,2017-11-23T16:41:14,16,2,464,3,22.421526
124,508,1,0,2017-11-23T16:41:14,23,3,624,6,21.984324
125,248,1,0,2017-11-23T16:41:14,15,4,278,5,19.736843
126,617,1,0,2017-11-23T16:41:14,12,1,298,1,24.144869
127,618,1,0,2017-11-23T16:41:14,14,4,228,4,37.234043
128,619,1,0,2017-11-23T16:41:14,19,11,324,7,35.66401
129,511,1,0,2017-11-23T16:41:14,12,5,196,3,43.165466
130,512,1,0,2017-11-23T16:41:14,11,4,150,2,43.789806
131,515,2,0,2017-11-23T16:41:14,0,-1,0,-1,0.0
132,703,1,0,2017-11-23T16:41:14,17,12,370,6,34.412956
133,517,1,0,2017-11-23T16:41:14,18,6,298,6,11.700468
134,518,1,0,2017-11-23T16:41:14,7,2,192,3,13.030529
135,521,1,0,2017-11-23T16:41:14,11,11,266,9,35.971222
136,522,1,0,2017-11-23T16:41:14,14,5,284,7,44.303795
137,519,1,0,2017-11-23T16:41:14,1,0,34,0,50.0
